,elapsed_time,position,target,method
0,0.020897388458251953,"[213, 190, 92, 91]","[314, 190, 92, 90]",Internal
1,0.13463759422302246,"[213, 190, 95, 90]","[314, 190, 92, 90]",Internal
2,0.23876357078552246,"[213, 189, 96, 91]","[314, 190, 92, 90]",Internal
3,0.35256195068359375,"[212, 189, 96, 91]","[314, 190, 92, 90]",Internal
4,0.46144700050354004,"[213, 190, 100, 91]","[314, 190, 92, 90]",Internal
5,0.5646965503692627,"[213, 191, 104, 90]","[314, 190, 92, 90]",Internal
6,0.6723604202270508,"[214, 191, 107, 90]","[314, 190, 92, 90]",Internal
7,0.7756092548370361,"[213, 189, 111, 91]","[314, 190, 92, 90]",Internal
8,0.8899776935577393,"[213, 190, 107, 90]","[314, 190, 92, 90]",Internal
9,0.9927802085876465,"[226, 190, 103, 90]","[314, 190, 92, 90]",Internal
10,1.1293272972106934,"[240, 191, 99, 90]","[314, 190, 92, 90]",Internal
11,1.259803295135498,"[253, 191, 97, 90]","[314, 190, 92, 90]",Internal
12,1.3980062007904053,"[264, 191, 96, 90]","[314, 190, 92, 90]",Internal
13,1.5658659934997559,"[272, 191, 97, 90]","[314, 190, 92, 90]",Internal
14,1.7630236148834229,"[287, 190, 100, 89]","[314, 190, 92, 90]",Internal
15,1.92350435256958,"[294, 189, 99, 89]","[314, 190, 92, 90]",Internal
16,2.049837350845337,"[300, 188, 98, 90]","[314, 190, 92, 90]",Internal
17,2.2337396144866943,"[302, 187, 97, 90]","[314, 190, 92, 90]",Internal
18,2.3671035766601562,"[308, 186, 97, 90]","[314, 190, 92, 90]",Internal
19,2.4782357215881348,"[312, 184, 99, 90]","[314, 190, 92, 90]",Internal
20,2.6031153202056885,"[314, 183, 99, 90]","[312, 84, 99, 90]",Internal
21,2.707631826400757,"[316, 182, 99, 90]","[312, 84, 99, 90]",Internal
22,2.8110392093658447,"[316, 181, 99, 90]","[312, 84, 99, 90]",Internal
23,2.9324870109558105,"[316, 188, 98, 85]","[312, 84, 99, 90]",Internal
24,3.201083183288574,"[316, 190, 98, 82]","[312, 84, 99, 90]",Internal
25,3.312265396118164,"[316, 180, 96, 82]","[312, 84, 99, 90]",Internal
26,3.4208359718322754,"[316, 168, 96, 84]","[312, 84, 99, 90]",Internal
27,3.5262744426727295,"[316, 162, 95, 84]","[312, 84, 99, 90]",Internal
28,3.675884246826172,"[316, 148, 96, 84]","[312, 84, 99, 90]",Internal
29,4.016566753387451,"[315, 134, 99, 88]","[312, 84, 99, 90]",Internal
30,4.131377458572388,"[315, 97, 97, 94]","[312, 84, 99, 90]",Internal
31,4.4368884563446045,"[315, 95, 97, 93]","[312, 84, 99, 90]",Internal
32,5.185505628585815,"[314, 71, 98, 92]","[215, 95, 97, 93]",Internal
33,5.660861015319824,"[320, 70, 98, 91]","[215, 95, 97, 93]",Internal
34,5.874739646911621,"[296, 68, 102, 92]","[215, 95, 97, 93]",Internal
35,6.030148029327393,"[279, 66, 103, 92]","[215, 95, 97, 93]",Internal
36,6.147753477096558,"[262, 68, 99, 90]","[215, 95, 97, 93]",Internal
37,6.278703927993774,"[255, 68, 99, 90]","[215, 95, 97, 93]",Internal
38,6.4330480098724365,"[245, 70, 100, 90]","[215, 95, 97, 93]",Internal
39,6.617593288421631,"[236, 68, 99, 90]","[215, 95, 97, 93]",Internal
40,6.755864143371582,"[230, 65, 99, 92]","[215, 95, 97, 93]",Internal
41,6.909638404846191,"[224, 64, 96, 94]","[215, 95, 97, 93]",Internal
42,7.020050764083862,"[222, 65, 95, 93]","[215, 95, 97, 93]",Internal
43,7.125557899475098,"[219, 65, 95, 93]","[215, 95, 97, 93]",Internal
44,7.241461753845215,"[218, 70, 95, 90]","[215, 95, 97, 93]",Internal
45,7.434497833251953,"[214, 70, 95, 89]","[218, 170, 95, 90]",Internal
46,7.595726251602173,"[214, 69, 94, 91]","[218, 170, 95, 90]",Internal
47,7.698516130447388,"[213, 68, 95, 91]","[218, 170, 95, 90]",Internal
48,7.8919172286987305,"[213, 59, 94, 97]","[218, 170, 95, 90]",Internal
49,8.005371332168579,"[213, 58, 94, 99]","[218, 170, 95, 90]",Internal
